Genome.prokka	GTDB.Taxonomy
GORG_SAMEA6074373_SAGS_AG917F02-prokka	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Pontiellaceae;g__GCA-2712105;s__GCA-2712105 sp002712105
GORG_SAMEA6074384_SAGS_AG917F18-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902601705
GORG_SAMEA6074416_SAGS_AG917J06-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
GORG_SAMEA6074428_SAGS_AG917K06-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902609685
GORG_SAMEA6074438_SAGS_AG917K20-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902609855
GORG_SAMEA6074454_SAGS_AG917M08-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__AEGEAN-169;g__AEGEAN-169;s__AEGEAN-169 sp902610175
GORG_SAMEA6074459_SAGS_AG917M15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902610315
GORG_SAMEA6074486_SAGS_AG917O09-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp902610815
GORG_SAMEA6074488_SAGS_AG917O11-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
GORG_SAMEA6074543_SAGS_AG918C15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902611465
GORG_SAMEA6074559_SAGS_AG918E02-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902611845
GORG_SAMEA6074561_SAGS_AG918E06-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902596595
GORG_SAMEA6074594_SAGS_AG918G22-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902612605
GORG_SAMEA6074616_SAGS_AG918K06-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__MED-G85;s__MED-G85 sp003331505
GORG_SAMEA6074620_SAGS_AG918K13-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902613065
GORG_SAMEA6074649_SAGS_AG918M19-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
GORG_SAMEA6074662_SAGS_AG918N23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902613915
GORG_SAMEA6074714_SAGS_AG919C22-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902614835
GORG_SAMEA6074741_SAGS_AG919F03-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902615445
GORG_SAMEA6074742_SAGS_AG919F04-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__PRT-SC02;s__PRT-SC02 sp001321855
GORG_SAMEA6074755_SAGS_AG919F21-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902615715
GORG_SAMEA6074759_SAGS_AG919G06-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED109_A;f__TMED131;g__TMED62;s__TMED62 sp902615805
GORG_SAMEA6074776_SAGS_AG919I13-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902616145
GORG_SAMEA6074791_SAGS_AG919J11-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp902616385
GORG_SAMEA6074804_SAGS_AG919K16-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
GORG_SAMEA6074805_SAGS_AG919K20-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727;s__MED727 sp902616675
GORG_SAMEA6074824_SAGS_AG919M05-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902617025
GORG_SAMEA6074852_SAGS_AG919O02-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902617625
GORG_SAMEA6074891_SAGS_AG920B11-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp902618245
GORG_SAMEA6074900_SAGS_AG920C09-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003212295
GORG_SAMEA6074913_SAGS_AG920D05-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902618695
GORG_SAMEA6074970_SAGS_AG920I22-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos thuwalensis
GORG_SAMEA6074971_SAGS_AG920I23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902619925
GORG_SAMEA6075002_SAGS_AG920L07-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727;s__MED727 sp902620525
GORG_SAMEA6075008_SAGS_AG920L18-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902620585
GORG_SAMEA6075017_SAGS_AG920M14-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp902620895
GORG_SAMEA6075055_SAGS_AG920P16-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__
GORG_SAMEA6075144_SAGS_AG349C11-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902535255
GORG_SAMEA6075145_SAGS_AG349C13-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp902535175
GORG_SAMEA6075158_SAGS_AG349D08-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp003278125
GORG_SAMEA6075214_SAGS_AG349G20-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691245;s__GCA-2691245 sp902536655
GORG_SAMEA6075216_SAGS_AG349G23-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp902536725
GORG_SAMEA6075219_SAGS_AG349I05-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902536765
GORG_SAMEA6075245_SAGS_AG349J18-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CACIJG01;s__CACIJG01 sp902537235
GORG_SAMEA6075321_SAGS_AG349O05-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003281005
GORG_SAMEA6075358_SAGS_AG404A02-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002694895;g__GCA-002694895;s__GCA-002694895 sp002711005
GORG_SAMEA6075373_SAGS_AG404B04-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902560625
GORG_SAMEA6075380_SAGS_AG404B13-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__AG-337-I02;s__AG-337-I02 sp902560725
GORG_SAMEA6075404_SAGS_AG404C23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727;s__MED727 sp902561155
GORG_SAMEA6075502_SAGS_AG404K13-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CACEW01;f__CACEW01;g__CACEW01;s__CACEW01 sp902563055
GORG_SAMEA6075503_SAGS_AG404K15-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__MEDG-81;s__MEDG-81 sp902563105
GORG_SAMEA6075523_SAGS_AG404M02-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2711515;s__GCA-2711515 sp902563505
GORG_SAMEA6075560_SAGS_AG404O18-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902564245
GORG_SAMEA6075564_SAGS_AG404P01-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__AG-422-B15;s__AG-422-B15 sp902564295
GORG_SAMEA6075579_SAGS_AG404P20-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902564565
GORG_SAMEA6075585_SAGS_AG390A05-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__MAG-121220-bin8 sp004214185
GORG_SAMEA6075599_SAGS_AG390A23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003279775
GORG_SAMEA6075631_SAGS_AG390C17-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902555435
GORG_SAMEA6075633_SAGS_AG390C19-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902555465
GORG_SAMEA6075640_SAGS_AG390D05-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902555665
GORG_SAMEA6075648_SAGS_AG390D15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003282985
GORG_SAMEA6075658_SAGS_AG390E04-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902555945
GORG_SAMEA6075662_SAGS_AG390E09-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp902555985
GORG_SAMEA6075668_SAGS_AG390E17-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus sp002169705
GORG_SAMEA6075686_SAGS_AG390F15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__CABYIR01;s__CABYIR01 sp902584815
GORG_SAMEA6075696_SAGS_AG390G04-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__AG-337-I02;s__
GORG_SAMEA6075703_SAGS_AG390G11-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902556905
GORG_SAMEA6075704_SAGS_AG390G13-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
GORG_SAMEA6075713_SAGS_AG390G23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902557155
GORG_SAMEA6075719_SAGS_AG390I11-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__MED-G14 sp002702385
GORG_SAMEA6075724_SAGS_AG390I17-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902557235
GORG_SAMEA6075729_SAGS_AG390I22-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902557385
GORG_SAMEA6075741_SAGS_AG390J14-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__MED-G13 sp902557655
GORG_SAMEA6075742_SAGS_AG390J15-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__MED-G78;s__MED-G78 sp902558645
GORG_SAMEA6075772_SAGS_AG390L03-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003279685
GORG_SAMEA6075780_SAGS_AG390L11-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__SCGC-AAA076-P13 sp902558395
GORG_SAMEA6075788_SAGS_AG390L20-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__AAA536-G10;g__AAA536-G10;s__AAA536-G10 sp003278095
GORG_SAMEA6075792_SAGS_AG390M02-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902558705
GORG_SAMEA6075802_SAGS_AG390M14-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902558835
GORG_SAMEA6075810_SAGS_AG390M23-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__MAG-121220-bin8 sp902559035
GORG_SAMEA6075826_SAGS_AG390N19-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__CACLCV01;s__CACLCV01 sp902559355
GORG_SAMEA6075833_SAGS_AG390O04-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003278065
GORG_SAMEA6075846_SAGS_AG390O18-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__MEDG-81;s__MEDG-81 sp003279605
GORG_SAMEA6075887_SAGS_AG414B08-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902567235
GORG_SAMEA6075893_SAGS_AG414B15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902567495
GORG_SAMEA6075915_SAGS_AG414E02-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AG-414-E02;s__AG-414-E02 sp003214615
GORG_SAMEA6075916_SAGS_AG414E04-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp002724835
GORG_SAMEA6075917_SAGS_AG414E06-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__MarineAlpha5-Bin3;s__MarineAlpha5-Bin3 sp902567855
GORG_SAMEA6075993_SAGS_AG414L04-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902569405
GORG_SAMEA6076017_SAGS_AG414M23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003214525
GORG_SAMEA6076030_SAGS_AG414N23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__AG-337-I02;s__AG-337-I02 sp902570155
GORG_SAMEA6076035_SAGS_AG414O09-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902570125
GORG_SAMEA6076038_SAGS_AG414O15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CACIIZ01;s__CACIIZ01 sp902570265
GORG_SAMEA6076117_SAGS_AG410K05-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902565935
GORG_SAMEA6076134_SAGS_AG410L19-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902566365
GORG_SAMEA6076153_SAGS_AG410O02-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902566705
GORG_SAMEA6076182_SAGS_AG422A21-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902570785
GORG_SAMEA6076196_SAGS_AG422B19-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902571055
GORG_SAMEA6076199_SAGS_AG422B22-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902571135
GORG_SAMEA6076200_SAGS_AG422B23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902571095
GORG_SAMEA6076210_SAGS_AG422C13-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902571375
GORG_SAMEA6076212_SAGS_AG422C15-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp902571335
GORG_SAMEA6076217_SAGS_AG422C20-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902571425
GORG_SAMEA6076218_SAGS_AG422C21-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__AG-422-B15;s__
GORG_SAMEA6076235_SAGS_AG422D23-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003213615
GORG_SAMEA6076236_SAGS_AG422E02-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__AG-337-I02;s__AG-337-I02 sp902571865
GORG_SAMEA6076247_SAGS_AG422E19-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__MEDG-81;s__MEDG-81 sp003213595
GORG_SAMEA6076260_SAGS_AG422F15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp902572345
GORG_SAMEA6076268_SAGS_AG422G03-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902572515
GORG_SAMEA6076276_SAGS_AG422G15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902596045
GORG_SAMEA6076309_SAGS_AG422J16-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__AG-337-I02;s__AG-337-I02 sp902573325
GORG_SAMEA6076313_SAGS_AG422J20-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625;s__GCA-2704625 sp902573425
GORG_SAMEA6076316_SAGS_AG422J23-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp003213625
GORG_SAMEA6076323_SAGS_AG422K10-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp902573565
GORG_SAMEA6076328_SAGS_AG422K17-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__
GORG_SAMEA6076344_SAGS_AG422L15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727;s__MED727 sp902574035
GORG_SAMEA6076353_SAGS_AG422M03-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CACIJG01;s__CACIJG01 sp902574225
GORG_SAMEA6076366_SAGS_AG422N03-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__AG-337-I02;s__AG-337-I02 sp902574475
GORG_SAMEA6076376_SAGS_AG422N15-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902574695
GORG_SAMEA6076385_SAGS_AG422O05-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SAR86A;s__SAR86A sp003213495
GORG_SAMEA6076410_SAGS_AG447A02-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__AEGEAN-169;f__GCA-002718135;g__AG-337-I02;s__AG-337-I02 sp902591485
GORG_SAMEA6076444_SAGS_AG447B22-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902592265
GORG_SAMEA6076451_SAGS_AG447C08-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902592375
GORG_SAMEA6076488_SAGS_AG447E07-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902592985
GORG_SAMEA6076498_SAGS_AG447E19-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902593445
GORG_SAMEA6076547_SAGS_AG447I09-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902635515
GORG_SAMEA6076556_SAGS_AG447I21-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp902593795
GORG_SAMEA6076559_SAGS_AG447J03-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902635545
GORG_SAMEA6076582_SAGS_AG447K09-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902594235
GORG_SAMEA6076604_SAGS_AG447L10-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902635665
